ShoulderWidth,Waist,Hips,TotalHeight,BodyShape
42.49,61.22,95.17,159.56,Hourglass
45.41,69.39,99.18,163.77,Hourglass
42.71,74.31,82.46,167.73,Rectangle
46.73,60.53,94.61,164.76,Hourglass
43.74,81.46,85.44,172.07,Rectangle
42.41,81.3,81.65,160.83,Rectangle
39.75,85.22,81.25,170.03,Rectangle
47.86,72.98,84.42,165.29,Inverted Triangle
43.52,63.71,95.13,168.11,Hourglass
39.13,86.68,76.92,168.51,Rectangle
45.64,66.62,93.63,155.95,Hourglass
41.62,76.69,82.98,169.04,Rectangle
36.92,71.05,92.8,161.42,Pear
44.44,78.36,79.38,173.1,Rectangle
35.98,72.89,97.29,167.52,Pear
43.6,64.09,89.31,165.22,Hourglass
41.39,74.09,89.97,169.45,Inverted Triangle
36.48,67.36,93.02,175.46,Pear
41.68,85.82,84.77,171.33,Rectangle
41.04,79.95,80.36,157.74,Rectangle
44.88,83.22,84.63,166.61,Rectangle
38.51,78.96,78.47,170.99,Rectangle
42.82,68.12,94.58,160.25,Hourglass
45.73,76.2,84.49,174.46,Inverted Triangle
38.47,71.14,90.13,158.01,Pear
34.49,71.27,98.11,167.47,Pear
49.11,71.62,84.44,170.37,Inverted Triangle
40.29,66.36,89.39,169.55,Hourglass
46.17,73.27,92.18,172.79,Inverted Triangle
43.97,82.82,82.97,165.95,Rectangle
43.33,75.89,80.74,165.38,Rectangle
45.99,63.92,98.81,166.64,Hourglass
44.72,87.07,82.54,170.08,Rectangle
42.94,75.51,84.77,174.09,Rectangle
47.04,73.07,88.67,173.86,Inverted Triangle
42.65,79.6,92.19,166.39,Inverted Triangle
35.67,73.26,100.01,167.24,Pear
44.29,74.75,89.12,168.71,Inverted Triangle
45.26,75.78,86.64,167.18,Rectangle
35.29,65.3,93.71,162.33,Pear
43.39,75.56,85.64,162.5,Rectangle
38.97,78.42,78.57,172.26,Rectangle
39.9,80.3,82.58,172.76,Rectangle
37.48,82.27,85.1,166.07,Rectangle
41.79,78.7,82.24,171.1,Rectangle
43.5,71.2,87.72,172.33,Inverted Triangle
44.72,64.64,90.74,164.61,Hourglass
45.76,71.23,95.24,165.29,Inverted Triangle
42.9,63.71,85.92,163.15,Hourglass
41.21,80.48,86.54,157.19,Rectangle
47.88,78.03,90.73,166.34,Inverted Triangle
48.35,72.2,83.5,165.03,Inverted Triangle
35.42,66.49,96.92,157.81,Pear
40.53,80.59,79.54,165.56,Rectangle
46.77,66.89,90.2,166.53,Hourglass
43.48,81.47,81.74,166.85,Rectangle
41.36,81.04,84.09,168.0,Inverted Triangle
45.97,72.54,86.31,161.15,Inverted Triangle
42.21,81.99,84.11,171.54,Rectangle
45.01,64.8,93.89,166.28,Hourglass
45.1,80.84,83.43,163.51,Rectangle
43.98,83.39,82.87,166.53,Rectangle
41.08,64.96,90.48,166.47,Hourglass
38.31,71.63,91.35,158.75,Pear
38.01,66.04,91.14,159.32,Pear
46.14,75.59,87.3,167.42,Inverted Triangle
42.68,76.5,88.92,163.35,Inverted Triangle
41.75,79.0,82.91,163.16,Rectangle
36.73,70.63,99.69,167.12,Pear
41.88,77.76,86.25,166.69,Inverted Triangle
45.85,73.14,89.91,166.56,Inverted Triangle
45.84,72.16,92.4,169.8,Inverted Triangle
43.27,85.76,84.71,168.2,Rectangle
35.73,70.92,95.82,162.83,Pear
39.66,81.05,78.29,168.76,Rectangle
43.84,76.82,77.9,169.28,Rectangle
42.18,78.66,80.84,172.61,Rectangle
44.55,83.25,81.39,169.13,Rectangle
43.32,75.15,84.57,174.49,Rectangle
44.96,81.96,78.43,175.77,Rectangle
41.29,78.49,79.34,164.88,Rectangle
46.37,79.67,83.85,167.6,Rectangle
44.21,62.34,90.58,164.8,Hourglass
43.81,64.69,92.51,172.98,Hourglass
38.39,71.14,97.22,159.93,Pear
43.02,70.85,96.57,170.66,Inverted Triangle
45.6,76.38,83.53,172.44,Inverted Triangle
40.05,68.46,89.63,170.8,Hourglass
43.18,68.18,92.74,153.3,Hourglass
44.02,64.36,92.59,163.01,Hourglass
45.38,78.78,91.97,170.01,Inverted Triangle
43.66,71.97,85.81,168.0,Inverted Triangle
40.96,79.17,82.78,167.89,Inverted Triangle
43.3,71.18,90.9,169.9,Inverted Triangle
44.46,75.83,81.45,174.83,Rectangle
44.84,76.74,86.86,168.12,Inverted Triangle
42.55,75.69,77.71,161.04,Rectangle
42.14,81.2,82.09,167.19,Rectangle
45.57,73.38,85.05,170.33,Inverted Triangle
42.98,66.55,87.66,157.75,Hourglass
35.86,68.13,95.0,177.82,Pear
40.7,64.47,96.74,164.81,Hourglass
40.79,88.02,77.73,163.45,Rectangle
45.02,78.34,82.94,161.49,Rectangle
41.81,84.58,82.84,168.92,Rectangle
41.72,82.07,82.36,162.17,Rectangle
38.18,82.37,84.71,168.03,Rectangle
37.83,72.09,98.91,166.87,Pear
41.75,66.38,95.33,166.98,Hourglass
41.44,66.37,96.54,167.49,Pear
42.41,63.71,87.14,173.43,Hourglass
41.38,80.73,80.09,167.15,Rectangle
39.6,78.08,74.98,170.6,Rectangle
42.91,68.37,87.66,159.89,Hourglass
45.12,71.99,77.87,170.72,Rectangle
41.66,68.2,88.62,168.1,Hourglass
38.91,65.71,95.77,165.72,Pear
43.86,81.09,83.73,163.64,Rectangle
39.13,79.37,82.36,172.48,Rectangle
42.32,65.85,94.35,157.87,Hourglass
42.11,79.1,86.4,164.56,Inverted Triangle
45.57,77.45,83.4,172.05,Inverted Triangle
35.45,66.22,91.78,164.0,Pear
41.46,79.71,87.56,159.51,Rectangle
41.29,78.65,87.38,160.21,Rectangle
40.92,76.76,81.0,169.12,Rectangle
40.64,71.9,95.61,162.29,Pear
45.95,77.92,91.94,170.12,Inverted Triangle
40.49,67.89,95.25,167.65,Pear
43.34,70.89,95.31,177.47,Inverted Triangle
41.68,66.37,93.14,162.51,Hourglass
45.53,70.62,95.08,166.92,Inverted Triangle
46.49,74.53,86.22,171.09,Inverted Triangle
43.26,84.48,82.82,174.8,Rectangle
36.66,71.71,96.88,166.6,Pear
47.69,73.63,91.64,159.78,Inverted Triangle
43.98,74.29,89.34,168.25,Inverted Triangle
42.57,79.01,86.38,165.07,Rectangle
44.64,86.94,79.8,165.51,Rectangle
40.55,80.79,78.71,167.25,Rectangle
38.7,69.95,96.58,156.28,Pear
43.88,66.06,93.3,163.36,Hourglass
45.7,75.04,89.65,164.89,Inverted Triangle
39.6,81.0,77.56,170.51,Rectangle
42.66,77.69,79.51,165.08,Rectangle
45.24,66.49,96.97,160.69,Hourglass
45.14,77.63,85.65,163.08,Rectangle
45.83,78.9,92.2,170.68,Inverted Triangle
43.86,79.52,78.89,168.21,Rectangle
43.45,76.02,90.23,166.66,Inverted Triangle
45.24,68.41,86.47,167.55,Inverted Triangle
42.19,79.18,82.43,162.54,Rectangle
44.84,69.32,88.49,164.3,Inverted Triangle
39.3,70.7,94.42,162.26,Pear
42.49,68.05,89.82,166.48,Hourglass
40.59,68.99,94.51,172.05,Pear
36.74,72.7,96.74,166.61,Pear
43.26,64.16,98.23,160.55,Hourglass
36.9,70.58,92.75,170.09,Pear
45.62,75.45,86.87,166.16,Inverted Triangle
47.46,73.1,86.6,165.14,Inverted Triangle
41.54,82.68,83.77,162.4,Rectangle
40.19,72.03,95.69,160.26,Pear
40.4,66.87,91.66,164.06,Hourglass
35.4,73.29,96.2,159.99,Pear
42.44,62.99,86.65,172.48,Hourglass
41.65,68.48,89.64,167.15,Hourglass
38.7,65.39,96.33,165.88,Pear
49.77,68.46,84.97,168.42,Inverted Triangle
42.3,84.63,86.8,170.99,Rectangle
44.06,72.68,82.29,166.16,Inverted Triangle
40.84,80.05,79.06,173.1,Rectangle
39.01,86.88,75.66,167.56,Rectangle
35.74,73.53,100.24,166.72,Pear
44.38,61.31,95.21,165.03,Hourglass
42.94,68.19,92.37,153.61,Hourglass
36.57,69.88,93.57,170.92,Pear
45.55,72.38,94.22,163.9,Inverted Triangle
39.56,67.93,95.99,166.44,Pear
41.0,83.37,81.87,163.79,Rectangle
42.54,74.81,86.31,163.5,Inverted Triangle
42.26,76.94,81.52,166.61,Rectangle
37.6,70.04,96.47,171.43,Pear
37.75,75.78,93.75,165.04,Pear
42.51,63.26,87.5,171.04,Hourglass
46.72,65.63,91.67,163.3,Hourglass
41.8,79.11,82.63,163.07,Rectangle
43.48,72.46,85.08,168.07,Inverted Triangle
38.42,72.09,99.82,164.51,Pear
40.8,67.7,91.57,166.99,Hourglass
43.86,74.4,92.75,171.01,Inverted Triangle
44.27,78.42,81.43,167.2,Rectangle
37.91,69.12,97.12,170.85,Pear
42.0,82.03,84.48,162.51,Rectangle
39.43,70.89,88.57,161.01,Hourglass
37.11,71.4,97.07,163.04,Pear
42.76,75.4,82.04,167.44,Rectangle
43.04,65.84,93.94,156.12,Hourglass
42.1,83.89,82.61,168.22,Rectangle
38.52,71.47,91.84,163.76,Pear
38.09,69.92,94.57,160.1,Pear
43.48,81.09,85.26,170.06,Rectangle
34.84,66.04,96.64,162.52,Pear
36.38,69.49,97.63,160.43,Pear
45.82,69.37,87.69,162.02,Inverted Triangle
46.09,80.05,86.24,168.52,Inverted Triangle
42.74,81.59,81.56,166.63,Rectangle
36.99,69.29,97.69,156.75,Hourglass
42.61,76.94,81.1,166.03,Rectangle
40.79,80.31,80.37,166.5,Rectangle
43.83,81.36,78.67,164.64,Rectangle
35.22,71.38,96.23,159.25,Pear
45.59,74.15,88.56,167.83,Inverted Triangle
35.33,75.9,98.29,160.06,Pear
42.55,67.89,95.71,163.51,Hourglass
45.25,67.54,85.13,170.17,Hourglass
40.45,79.53,84.41,167.72,Inverted Triangle
46.0,75.0,89.7,163.44,Inverted Triangle
36.95,72.17,96.36,164.55,Pear
44.7,70.22,93.06,162.21,Hourglass
45.64,75.33,88.17,167.92,Inverted Triangle
36.04,67.89,92.83,173.52,Pear
41.46,75.51,84.74,168.15,Inverted Triangle
42.56,67.48,89.84,165.88,Hourglass
41.37,84.87,81.95,169.39,Rectangle
36.18,67.08,96.41,168.71,Pear
37.63,68.12,95.28,171.48,Pear
43.84,65.21,97.05,151.33,Hourglass
42.12,68.83,90.1,167.11,Hourglass
36.94,73.11,94.78,165.19,Pear
42.74,74.14,88.9,168.83,Inverted Triangle
44.23,68.13,91.27,166.24,Hourglass
43.62,66.19,94.88,165.34,Hourglass
47.51,73.36,85.29,163.58,Inverted Triangle
42.74,58.73,93.45,165.54,Hourglass
37.27,73.2,97.85,161.16,Pear
41.26,81.26,75.02,167.38,Rectangle
42.41,79.9,93.47,165.61,Inverted Triangle
36.08,77.11,85.15,164.81,Rectangle
44.72,65.81,94.55,167.24,Hourglass
45.24,66.41,89.08,167.92,Hourglass
41.68,63.61,95.41,162.68,Hourglass
38.28,71.7,99.11,169.2,Pear
38.45,72.18,94.9,161.05,Pear
43.87,65.38,94.77,170.05,Hourglass
47.76,73.62,90.4,161.54,Inverted Triangle
41.37,62.33,95.95,164.65,Hourglass
42.91,79.85,84.82,165.86,Rectangle
41.22,66.94,96.18,159.98,Hourglass
41.16,78.54,89.28,170.81,Inverted Triangle
45.89,69.16,93.11,172.12,Hourglass
37.0,71.94,95.12,168.77,Pear
45.4,73.9,79.31,172.41,Rectangle
40.2,69.91,95.42,164.72,Pear
46.26,63.23,97.11,162.08,Hourglass
41.36,78.62,81.46,167.9,Rectangle
43.61,74.9,86.18,165.51,Inverted Triangle
37.64,65.81,93.32,161.52,Pear
41.74,78.36,82.72,163.4,Rectangle
41.97,81.74,85.02,172.38,Rectangle
42.98,68.7,92.8,169.99,Hourglass
43.93,78.46,82.25,159.79,Rectangle
43.88,71.64,85.29,167.08,Inverted Triangle
40.04,71.52,94.17,156.89,Pear
44.36,78.85,81.27,167.15,Rectangle
35.91,70.26,93.53,172.62,Pear
43.97,67.32,90.17,163.98,Hourglass
39.97,69.75,95.24,166.9,Pear
44.9,81.69,82.46,163.78,Rectangle
36.93,66.81,98.4,155.74,Pear
41.45,63.56,91.35,166.02,Hourglass
46.64,72.62,87.58,161.06,Inverted Triangle
43.27,64.96,90.02,165.76,Hourglass
38.41,79.13,79.01,173.83,Rectangle
38.97,70.21,102.66,160.43,Pear
42.74,72.62,88.54,169.3,Inverted Triangle
47.36,69.92,87.75,166.4,Inverted Triangle
44.67,79.32,82.78,164.18,Rectangle
36.41,66.85,92.27,173.52,Pear
35.36,70.12,97.4,159.8,Pear
43.97,76.43,91.2,173.53,Inverted Triangle
43.39,73.66,90.57,166.86,Inverted Triangle
40.96,74.07,92.37,167.09,Inverted Triangle
41.48,84.45,88.85,166.84,Rectangle
40.46,79.1,80.41,165.04,Rectangle
44.3,77.08,88.1,169.8,Inverted Triangle
41.96,68.08,92.2,163.86,Hourglass
38.98,66.62,94.59,164.55,Pear
44.08,73.58,92.3,172.79,Inverted Triangle
47.56,67.3,89.92,166.27,Hourglass
45.19,69.46,85.86,165.71,Inverted Triangle
43.82,71.4,89.06,175.19,Inverted Triangle
46.07,75.75,90.39,163.79,Inverted Triangle
45.98,80.51,83.36,168.0,Rectangle
42.86,71.54,90.32,169.87,Inverted Triangle
37.97,70.52,93.27,160.91,Pear
42.03,80.97,80.38,167.67,Rectangle
42.19,59.89,91.93,166.12,Hourglass
35.41,67.05,97.0,158.27,Pear
45.61,76.58,94.73,162.83,Inverted Triangle
41.09,67.09,91.14,163.73,Hourglass
38.1,71.1,98.6,169.44,Pear
45.57,75.1,83.76,174.81,Inverted Triangle
46.2,70.66,86.12,170.82,Inverted Triangle
48.71,75.3,87.04,169.37,Inverted Triangle
41.61,82.65,80.64,163.23,Rectangle
38.55,72.38,93.61,170.63,Pear
37.3,68.75,96.95,156.67,Hourglass
45.61,62.5,99.13,167.02,Hourglass
37.24,71.7,94.69,164.54,Pear
40.53,66.78,95.91,167.04,Pear
39.06,68.92,96.25,169.94,Pear
38.36,70.09,94.61,159.35,Pear
40.22,67.49,94.65,167.6,Pear
44.2,64.92,97.21,163.45,Hourglass
43.46,64.92,96.77,167.93,Hourglass
43.72,68.83,88.86,160.15,Hourglass
41.07,66.82,96.31,160.2,Hourglass
42.17,75.04,85.34,167.82,Inverted Triangle
42.09,68.51,92.0,153.45,Hourglass
37.5,65.83,89.8,157.19,Pear
37.56,72.43,94.69,165.42,Pear
36.47,71.49,95.78,167.38,Pear
44.74,76.98,93.7,162.92,Inverted Triangle
45.39,74.13,87.14,167.96,Inverted Triangle
39.94,67.19,96.46,167.79,Pear
41.82,67.1,97.34,166.6,Hourglass
39.5,69.99,87.53,161.26,Hourglass
44.06,81.62,77.39,165.63,Rectangle
44.39,73.34,85.14,170.62,Inverted Triangle
43.54,67.77,97.59,161.54,Hourglass
42.92,69.97,90.9,156.9,Hourglass
40.86,87.26,77.92,164.41,Rectangle
44.19,78.49,80.79,171.75,Rectangle
41.29,76.02,88.19,164.96,Inverted Triangle
46.88,61.04,93.4,162.11,Hourglass
38.31,72.35,93.56,166.15,Pear
44.07,62.05,95.7,166.5,Hourglass
44.06,65.01,96.99,157.88,Hourglass
41.95,74.22,89.15,166.77,Rectangle
46.81,75.85,85.16,158.59,Inverted Triangle
47.46,80.78,88.28,168.18,Inverted Triangle
42.87,70.97,96.57,164.96,Hourglass
39.62,66.25,91.77,169.57,Pear
41.51,78.84,85.94,165.75,Inverted Triangle
40.93,71.35,96.2,176.26,Hourglass
40.13,66.54,90.75,169.33,Hourglass
41.32,65.24,95.4,161.18,Hourglass
44.61,77.9,91.46,176.91,Inverted Triangle
44.09,78.9,81.89,166.43,Rectangle
41.29,66.92,89.97,167.45,Hourglass
40.66,63.2,92.94,167.78,Hourglass
43.73,63.37,91.33,162.77,Hourglass
43.89,69.91,89.24,160.05,Hourglass
37.17,67.66,98.43,171.42,Pear
43.41,74.76,85.32,164.62,Rectangle
43.33,63.92,99.34,159.71,Hourglass
41.49,67.84,92.94,161.21,Hourglass
44.24,82.26,83.58,162.62,Rectangle
45.07,74.02,89.87,167.63,Inverted Triangle
38.33,71.77,90.57,157.07,Pear
44.29,74.81,93.82,172.53,Inverted Triangle
44.46,83.0,81.55,168.67,Rectangle
43.95,69.15,88.07,158.58,Hourglass
41.73,62.97,95.19,161.61,Hourglass
34.8,73.6,98.11,158.91,Pear
39.07,69.91,97.27,168.83,Pear
45.37,67.08,94.32,162.15,Hourglass
41.58,68.46,89.14,166.93,Hourglass
42.5,60.27,92.9,166.16,Hourglass
40.31,66.36,91.21,168.24,Hourglass
46.57,74.43,93.55,173.67,Inverted Triangle
41.15,81.05,76.9,168.0,Rectangle
41.49,82.48,82.26,168.95,Rectangle
44.13,64.02,96.7,152.57,Hourglass
36.5,71.41,95.43,164.85,Pear
48.14,73.15,91.81,162.81,Inverted Triangle
35.62,75.9,96.14,161.4,Pear
37.3,68.49,94.87,171.97,Pear
41.58,80.65,79.76,160.57,Rectangle
43.25,71.73,88.11,173.16,Inverted Triangle
39.29,65.64,90.49,161.2,Pear
43.6,67.21,91.15,163.66,Hourglass
35.88,67.96,94.48,175.82,Pear
41.96,78.67,79.16,163.28,Rectangle
44.0,75.84,89.22,167.39,Inverted Triangle
41.87,77.2,77.52,162.94,Rectangle
42.17,77.23,81.65,173.0,Rectangle
37.24,67.24,96.07,165.91,Pear
42.96,72.04,89.6,169.1,Inverted Triangle
46.0,73.06,86.06,162.71,Inverted Triangle
43.51,78.27,90.27,171.62,Inverted Triangle
45.4,72.68,77.52,171.7,Rectangle
43.51,74.75,90.26,175.1,Inverted Triangle
42.98,75.44,85.72,161.86,Rectangle
43.0,79.6,84.59,169.37,Rectangle
43.64,66.24,94.51,156.72,Hourglass
39.68,66.69,92.8,157.69,Pear
45.3,76.31,84.68,172.65,Inverted Triangle
40.07,78.24,95.11,158.09,Pear
45.38,72.62,91.31,159.5,Inverted Triangle
38.02,63.69,99.41,163.31,Pear
42.85,86.31,83.7,170.81,Rectangle
39.27,72.04,95.7,159.65,Pear
42.56,76.98,86.64,160.96,Rectangle
46.19,75.2,88.19,167.33,Inverted Triangle
43.96,81.35,83.3,167.93,Rectangle
48.51,72.89,84.25,165.46,Inverted Triangle
41.13,78.39,84.04,161.63,Rectangle
45.72,70.93,95.9,164.98,Inverted Triangle
41.99,80.17,82.91,160.87,Rectangle
38.87,68.45,97.68,169.47,Pear
43.98,76.96,92.21,174.67,Inverted Triangle
40.71,69.94,93.42,171.67,Pear
44.19,67.76,84.87,171.31,Hourglass
44.18,78.85,80.59,166.36,Rectangle
40.17,81.34,79.18,166.89,Rectangle
45.5,75.01,84.71,173.05,Inverted Triangle
41.41,68.7,92.52,160.23,Hourglass
49.63,68.33,86.64,168.78,Inverted Triangle
39.92,70.4,96.04,163.71,Pear
41.19,80.01,80.03,160.6,Rectangle
46.22,65.34,91.85,163.33,Hourglass
42.29,67.14,92.72,165.93,Hourglass
43.97,81.11,85.5,172.09,Rectangle
42.37,70.79,87.63,169.7,Inverted Triangle
43.15,82.31,84.58,164.36,Rectangle
42.73,59.04,92.87,167.3,Hourglass
47.07,74.27,86.82,167.86,Inverted Triangle
40.78,63.6,93.96,166.75,Hourglass
36.88,77.25,85.14,164.52,Rectangle
41.67,67.19,89.21,168.9,Hourglass
42.29,73.91,89.89,167.81,Rectangle
45.68,80.12,89.91,169.7,Inverted Triangle
42.81,64.05,87.8,171.42,Hourglass
42.46,71.0,87.26,170.71,Inverted Triangle
45.21,72.92,84.82,171.3,Inverted Triangle
41.96,73.54,89.57,167.87,Rectangle
39.21,66.11,92.48,170.91,Pear
43.65,73.06,88.22,166.09,Inverted Triangle
44.51,64.74,93.53,165.35,Hourglass
43.53,87.13,85.32,167.61,Rectangle
42.35,66.07,96.91,169.7,Hourglass
46.49,85.15,80.35,171.12,Rectangle
46.73,75.89,89.06,169.24,Inverted Triangle
38.84,68.1,92.66,166.43,Pear
40.72,88.04,77.75,164.05,Rectangle
40.19,80.03,79.09,167.32,Rectangle
45.29,67.15,88.41,166.59,Hourglass
45.64,74.2,87.89,166.32,Inverted Triangle
46.68,79.22,81.4,176.97,Rectangle
37.5,69.16,95.6,171.02,Pear
42.61,71.29,86.98,173.27,Inverted Triangle
41.42,81.15,83.77,167.96,Inverted Triangle
37.34,71.0,95.07,168.02,Pear
45.75,79.27,87.53,166.07,Inverted Triangle
45.81,69.27,100.21,165.3,Hourglass
45.85,62.91,98.58,168.68,Hourglass
36.34,70.42,94.17,159.47,Pear
45.31,65.22,92.75,160.86,Hourglass
46.76,74.24,92.78,170.52,Inverted Triangle
40.69,64.92,93.71,165.56,Hourglass
38.65,67.08,96.33,165.1,Pear
38.71,71.62,92.08,164.66,Pear
38.41,68.11,95.71,166.24,Pear
41.3,80.03,80.06,160.57,Rectangle
44.38,71.22,88.34,175.26,Inverted Triangle
41.98,66.95,97.08,167.82,Hourglass
36.78,69.2,96.06,159.6,Pear
42.36,82.06,81.54,166.32,Rectangle
39.71,79.69,78.68,169.07,Rectangle
43.43,85.1,83.02,174.35,Rectangle
46.52,72.68,89.42,165.79,Inverted Triangle
39.35,71.43,91.35,165.06,Pear
42.25,65.85,96.75,168.06,Hourglass
49.14,76.72,91.29,160.38,Inverted Triangle
42.02,64.02,89.46,165.58,Hourglass
35.17,65.56,97.1,163.95,Pear
41.8,80.68,74.53,162.92,Rectangle
40.74,63.19,92.61,166.39,Hourglass
43.46,78.88,84.72,172.34,Inverted Triangle
45.59,67.45,96.08,168.28,Hourglass
43.37,75.43,90.29,168.64,Inverted Triangle
42.37,74.85,84.86,173.83,Rectangle
41.7,81.75,82.95,163.19,Rectangle
43.67,82.81,84.81,165.81,Rectangle
48.34,73.59,83.89,169.57,Inverted Triangle
42.42,67.46,93.87,168.66,Hourglass
45.41,64.71,92.25,161.76,Hourglass
42.86,61.25,96.27,174.36,Hourglass
43.13,74.64,90.37,166.78,Inverted Triangle
44.19,64.87,96.59,152.8,Hourglass
45.46,76.44,90.13,167.88,Inverted Triangle
44.01,74.48,90.31,175.65,Inverted Triangle
39.02,77.78,81.4,160.54,Rectangle
44.42,74.77,95.47,166.79,Inverted Triangle
39.45,66.75,96.84,161.76,Pear
43.14,77.61,91.06,171.93,Inverted Triangle
41.56,76.38,83.48,169.71,Rectangle
38.55,68.07,96.38,164.19,Pear
46.67,75.13,86.54,159.28,Inverted Triangle
43.04,84.98,82.34,174.97,Rectangle
49.69,68.56,86.32,170.15,Inverted Triangle
35.31,70.76,96.83,157.96,Pear
47.86,79.35,87.15,167.45,Inverted Triangle
36.56,68.64,96.18,166.72,Pear
47.32,63.19,94.97,163.97,Hourglass
36.85,70.57,95.81,166.99,Pear
45.37,77.46,90.91,169.02,Inverted Triangle
42.21,64.27,87.95,156.0,Hourglass
35.41,64.75,97.57,163.49,Pear
37.95,67.05,96.89,167.53,Pear
42.79,68.01,94.95,163.01,Hourglass
42.33,64.01,92.15,165.86,Hourglass
44.12,65.39,98.49,163.79,Hourglass
44.16,82.48,75.46,162.08,Rectangle
41.95,68.27,93.44,151.79,Hourglass
45.56,63.87,97.14,162.62,Hourglass
44.41,75.64,91.28,175.0,Inverted Triangle
44.27,77.52,80.54,166.61,Rectangle
41.08,79.5,81.9,168.86,Rectangle
43.05,74.15,86.75,169.08,Inverted Triangle
42.63,65.82,88.85,167.48,Hourglass
46.33,67.49,86.46,167.77,Inverted Triangle
43.62,63.1,92.15,163.97,Hourglass
37.55,69.13,95.83,156.64,Hourglass
45.07,81.74,78.78,176.19,Rectangle
40.17,78.45,95.16,156.84,Pear
41.17,70.54,97.22,176.77,Hourglass
40.12,80.72,76.58,171.25,Rectangle
40.72,79.42,82.26,163.14,Rectangle
45.97,65.42,87.88,163.62,Hourglass
37.51,76.09,94.83,164.73,Pear
44.09,77.99,82.2,161.28,Rectangle
46.67,76.27,84.98,175.29,Inverted Triangle
34.91,66.23,92.14,162.06,Pear
46.4,74.89,88.76,161.91,Inverted Triangle
46.99,73.2,88.15,172.84,Inverted Triangle
43.73,75.04,90.22,164.06,Inverted Triangle
45.36,79.13,86.85,169.04,Inverted Triangle
42.84,81.21,83.43,168.81,Rectangle
39.71,71.01,94.32,162.01,Pear
38.57,72.36,90.26,159.61,Pear
41.95,64.06,96.23,169.62,Hourglass
40.59,87.88,77.34,164.57,Rectangle
46.96,73.27,84.87,175.35,Inverted Triangle
40.97,72.15,95.3,160.17,Pear
42.21,79.8,81.59,162.34,Rectangle
45.56,70.65,86.84,172.69,Inverted Triangle
36.46,69.69,94.17,171.8,Pear
44.13,74.24,94.12,173.83,Inverted Triangle
37.04,72.98,96.01,164.29,Pear
49.15,65.43,87.88,167.76,Hourglass
39.17,67.65,93.47,164.42,Pear
36.12,71.7,95.27,163.19,Pear
42.03,61.69,95.91,174.07,Hourglass
44.23,81.19,80.01,164.47,Rectangle
43.74,78.28,81.67,166.74,Rectangle
44.12,70.39,96.31,177.22,Inverted Triangle
43.45,74.6,86.39,164.62,Inverted Triangle
42.84,78.47,79.33,165.19,Rectangle
45.26,62.75,97.32,159.16,Hourglass
41.29,65.91,93.44,167.13,Hourglass
42.24,77.32,80.17,167.51,Rectangle
42.29,73.62,90.31,164.1,Hourglass
46.51,75.76,83.91,175.47,Inverted Triangle
44.22,76.22,89.38,163.44,Inverted Triangle
40.68,83.62,81.09,163.01,Rectangle
43.66,76.06,89.0,166.79,Inverted Triangle
46.66,74.99,89.01,160.47,Inverted Triangle
44.07,72.82,90.62,167.73,Inverted Triangle
45.29,71.27,86.42,172.26,Inverted Triangle
45.94,63.55,93.27,160.86,Hourglass
35.4,66.56,88.68,168.82,Pear
43.91,82.88,80.83,167.11,Rectangle
37.68,72.25,98.98,172.36,Pear
45.18,77.36,88.4,169.21,Inverted Triangle
46.08,74.63,90.15,172.8,Inverted Triangle
41.15,67.8,99.59,165.85,Pear
41.81,84.87,85.95,171.97,Rectangle
35.81,71.87,94.51,163.83,Pear
36.07,68.74,95.29,168.38,Pear
38.02,65.45,92.63,161.77,Pear
38.62,71.51,94.33,161.98,Pear
46.7,73.09,86.42,162.53,Inverted Triangle
45.37,77.59,87.49,172.21,Inverted Triangle
41.72,68.57,93.55,164.47,Hourglass
41.03,75.81,83.64,160.89,Rectangle
40.65,74.85,92.22,166.12,Inverted Triangle
38.83,63.76,90.68,154.61,Pear
47.91,72.78,90.96,160.82,Inverted Triangle
40.97,77.39,83.33,165.21,Rectangle
41.37,75.54,96.29,160.79,Pear
42.67,64.45,97.9,160.65,Hourglass
43.92,81.66,85.3,163.28,Rectangle
39.69,61.98,94.96,166.39,Hourglass
46.81,75.42,89.98,167.83,Inverted Triangle
48.48,74.27,92.07,161.19,Inverted Triangle
40.87,78.82,88.64,171.42,Inverted Triangle
43.31,63.82,93.13,165.86,Hourglass
37.12,65.9,94.27,161.35,Pear
45.77,75.84,94.28,163.49,Inverted Triangle
46.95,76.56,86.89,156.47,Inverted Triangle
39.58,78.16,74.65,170.04,Rectangle
40.32,78.87,89.74,172.21,Inverted Triangle
46.63,80.05,84.69,169.24,Inverted Triangle
43.27,81.3,77.61,167.15,Rectangle
45.56,78.45,86.69,166.34,Inverted Triangle
42.57,77.67,82.66,161.71,Rectangle
43.39,76.93,80.07,164.64,Rectangle
40.38,73.5,91.84,164.87,Inverted Triangle
39.03,66.08,96.94,162.01,Pear
40.61,85.26,82.52,168.94,Rectangle
42.77,79.81,85.81,166.07,Rectangle
37.67,67.38,97.23,169.07,Pear
45.35,77.68,85.09,164.45,Rectangle
41.95,77.18,85.5,160.64,Rectangle
46.32,62.1,94.16,163.12,Hourglass
43.61,73.9,89.65,164.05,Inverted Triangle
38.28,73.75,93.59,162.61,Pear
36.45,67.35,96.03,176.33,Pear
43.33,81.08,86.31,175.32,Rectangle
46.56,62.13,92.6,160.78,Hourglass
42.64,77.99,77.0,167.33,Rectangle
